Roll_Code,Math,English,Science,Total,Year
2022_C17443,86,48,46,180,2022
2022_A17444,93,58,75,226,2022
2021_B17445,89,93,38,220,2021
2021_C17446,71,69,60,200,2021
2022_A17447,76,61,71,208,2022
2019_A17448,81,95,77,253,2019
2022_B17449,90,81,76,247,2022
2019_C17450,97,70,68,235,2019
2021_C17451,72,92,54,218,2021
2022_C17452,93,61,51,205,2022
2021_A17453,80,58,63,201,2021
2019_A17454,85,66,69,220,2019
2022_A17455,84,75,47,206,2022
2021_A17456,82,63,45,190,2021
2021_B17457,80,62,39,181,2021
2022_A17458,93,49,47,189,2022
2019_C17459,80,54,62,196,2019
2021_A17460,96,90,38,224,2021
2022_A17461,78,82,44,204,2022
2019_A17462,93,73,71,237,2019
2019_A17463,96,93,68,257,2019
2022_B17464,78,86,41,205,2022
2021_A17465,72,55,52,179,2021
2022_B17466,76,70,59,205,2022
2019_C17467,86,48,61,195,2019
2021_C17468,76,85,75,236,2021
2019_C17469,83,54,58,195,2019
2021_B17470,87,85,69,241,2021
2022_B17471,97,56,53,206,2022
2021_A17472,89,48,58,195,2021
2021_B17473,73,45,67,185,2021
2019_B17474,97,76,38,211,2019
2022_C17475,92,94,51,237,2022
2019_C17476,91,79,77,247,2019
2022_A17477,87,96,73,256,2022
2022_A17478,79,71,35,185,2022
2019_B17479,81,58,40,179,2019
2019_B17480,86,84,57,227,2019
2019_A17481,75,80,70,225,2019
2019_A17482,74,90,52,216,2019
2021_A17483,97,53,74,224,2021
2019_A17484,93,49,36,178,2019
2022_C17485,96,69,76,241,2022
2019_C17486,80,79,36,195,2019
2019_A17487,96,73,62,231,2019
2021_A17488,76,94,36,206,2021
2022_C17489,73,75,55,203,2022
2019_C17490,93,94,75,262,2019
2021_B17491,84,54,44,182,2021
2021_A17492,93,54,61,208,2021
2022_C17493,89,74,45,208,2022
2021_B17494,90,81,58,229,2021
2022_A17495,74,61,35,170,2022
2022_A17496,95,94,65,254,2022
2021_C17497,79,46,71,196,2021
2021_C17498,92,55,47,194,2021
2021_A17499,89,84,36,209,2021
2021_A17500,92,50,39,181,2021
2022_A17501,97,48,65,210,2022
2019_B17502,81,67,63,211,2019
2019_C17503,72,75,44,191,2019
2022_C17504,79,79,77,235,2022
2021_B17505,92,82,38,212,2021
2019_C17506,82,87,65,234,2019
2022_A17507,75,56,48,179,2022
2021_B17508,95,70,48,213,2021
2021_B17509,83,81,66,230,2021
2022_C17510,89,66,71,226,2022
2021_A17511,78,86,48,212,2021
2019_C17512,96,94,54,244,2019
2022_C17513,86,79,56,221,2022
2019_A17514,76,53,61,190,2019
2019_B17515,76,85,74,235,2019
2021_C17516,83,65,51,199,2021
2019_C17517,88,66,72,226,2019
2021_C17518,97,88,53,238,2021
2021_B17519,96,81,65,242,2021
2022_C17520,85,53,63,201,2022
2022_C17521,81,78,78,237,2022
2019_A17522,94,67,60,221,2019
2022_C17523,97,91,44,232,2022
2021_C17524,88,89,62,239,2021
2021_B17525,92,88,65,245,2021
2019_C17526,73,77,59,209,2019
2019_A17527,73,81,59,213,2019
2019_B17528,75,87,36,198,2019
2021_A17529,81,82,36,199,2021
2019_C17530,86,79,78,243,2019
2022_A17531,87,48,64,199,2022
2021_B17532,84,86,69,239,2021
2021_A17533,85,88,39,212,2021
2019_A17534,93,71,72,236,2019
2021_B17535,95,57,59,211,2021
2022_C17536,73,79,79,231,2022
2019_B17537,76,83,73,232,2019
2021_C17538,75,67,38,180,2021
2019_B17539,96,47,65,208,2019
2019_A17540,97,69,51,217,2019
2019_B17541,96,70,49,215,2019
2022_A17542,76,47,37,160,2022
2019_B17543,80,46,38,164,2019
2022_C17544,92,52,43,187,2022
2022_A17545,74,47,66,187,2022
2019_A17546,76,54,65,195,2019
2022_C17547,71,94,79,244,2022
2019_A17548,93,76,41,210,2019
2022_C17549,77,68,78,223,2022
2021_B17550,83,81,69,233,2021
2021_A17551,86,51,60,197,2021
2022_B17552,77,60,79,216,2022
2022_C17553,93,65,47,205,2022
2019_B17554,82,62,57,201,2019
2022_B17555,75,48,35,158,2022
2021_B17556,79,87,51,217,2021
2022_C17557,86,96,75,257,2022
2021_A17558,91,86,73,250,2021
2019_B17559,73,85,72,230,2019
2022_A17560,84,51,50,185,2022
2019_A17561,85,82,55,222,2019
2021_B17562,89,58,51,198,2021
2022_A17563,93,87,62,242,2022
2021_A17564,79,48,39,166,2021
2022_B17565,82,72,78,232,2022
2021_C17566,89,86,69,244,2021
2022_C17567,72,53,75,200,2022
2019_C17568,81,77,79,237,2019
2019_B17569,95,48,71,214,2019
2019_A17570,75,96,49,220,2019
2022_A17571,96,83,61,240,2022
2022_C17572,78,82,63,223,2022
2019_C17573,79,91,65,235,2019
2019_B17574,81,80,59,220,2019
2019_A17575,75,80,70,225,2019
2022_A17576,78,93,79,250,2022
2019_B17577,89,70,63,222,2019
2019_B17578,73,59,46,178,2019
2019_B17579,80,49,67,196,2019
2022_C17580,86,54,43,183,2022
2019_A17581,96,83,55,234,2019
2021_B17582,82,53,54,189,2021
2022_B17583,80,86,76,242,2022
2021_A17584,81,87,67,235,2021
2019_A17585,88,60,71,219,2019
2021_C17586,92,84,74,250,2021
2021_A17587,76,69,60,205,2021
2022_B17588,96,86,43,225,2022
2019_A17589,91,62,48,201,2019
2021_B17590,89,82,77,248,2021
2021_B17591,91,83,56,230,2021
2021_A17592,94,51,51,196,2021
2022_C17593,88,50,56,194,2022
2021_A17594,95,46,72,213,2021
2022_A17595,89,92,41,222,2022
2022_B17596,83,72,53,208,2022
2022_A17597,91,56,37,184,2022
2019_B17598,72,77,69,218,2019
2021_A17599,93,78,79,250,2021
2022_B17600,77,52,57,186,2022
2021_B17601,91,83,39,213,2021
2022_C17602,95,80,74,249,2022
2019_A17603,79,87,58,224,2019
2019_B17604,74,79,70,223,2019
2022_C17605,76,90,69,235,2022
2019_B17606,72,92,67,231,2019
2019_C17607,84,46,73,203,2019
2019_B17608,76,78,73,227,2019
2022_C17609,88,56,56,200,2022
2021_C17610,91,66,69,226,2021
2021_C17611,96,77,56,229,2021
2019_B17612,76,92,71,239,2019
2019_C17613,83,68,58,209,2019
2021_A17614,91,47,61,199,2021
2021_A17615,86,82,52,220,2021
2022_C17616,80,63,73,216,2022
2022_C17617,96,60,48,204,2022
2022_A17618,85,69,70,224,2022
2022_B17619,76,52,63,191,2022
2022_A17620,91,89,74,254,2022
2019_A17621,83,62,42,187,2019
2019_A17622,93,63,76,232,2019
2022_B17623,72,88,46,206,2022
2021_C17624,73,83,56,212,2021
2021_A17625,87,46,79,212,2021
2021_C17626,78,68,44,190,2021
2021_C17627,76,94,38,208,2021
2022_C17628,86,54,64,204,2022
2021_C17629,83,45,55,183,2021
2022_C17630,78,84,73,235,2022
2019_A17631,87,64,62,213,2019
2022_A17632,92,69,68,229,2022
2021_A17633,90,57,72,219,2021
2022_C17634,91,56,62,209,2022
2021_A17635,73,92,37,202,2021
2021_C17636,88,71,75,234,2021
2019_C17637,87,88,63,238,2019
2022_A17638,93,50,51,194,2022
2021_B17639,71,76,43,190,2021
2019_B17640,76,93,48,217,2019
2019_C17641,85,92,41,218,2019
2021_C17642,71,47,41,159,2021
2022_A17643,83,64,76,223,2022
2019_A17644,78,84,79,241,2019
2021_B17645,87,47,56,190,2021
2019_A17646,73,74,47,194,2019
2022_A17647,87,82,38,207,2022
2019_A17648,90,94,47,231,2019
2021_C17649,80,92,41,213,2021
2022_B17650,94,58,44,196,2022
2021_A17651,74,85,59,218,2021
2019_B17652,97,88,42,227,2019
2019_A17653,92,96,43,231,2019
2019_C17654,94,46,38,178,2019
2019_C17655,74,95,75,244,2019
2019_A17656,83,61,50,194,2019
2021_C17657,75,88,74,237,2021
2022_B17658,87,64,51,202,2022
2022_B17659,94,86,51,231,2022
2022_B17660,71,85,60,216,2022
2021_B17661,80,83,58,221,2021
2022_A17662,71,66,72,209,2022
2021_A17663,78,78,41,197,2021
2022_B17664,83,60,54,197,2022
2021_A17665,74,96,61,231,2021
2021_A17666,77,78,47,202,2021
2021_B17667,72,84,60,216,2021
2022_A17668,90,63,44,197,2022
2022_A17669,83,60,52,195,2022
2019_C17670,96,93,51,240,2019
2021_C17671,75,86,70,231,2021
2019_B17672,93,70,57,220,2019
2021_A17673,91,58,44,193,2021
2019_B17674,81,45,68,194,2019
2019_A17675,75,46,45,166,2019
2022_A17676,85,85,44,214,2022
2022_B17677,93,58,35,186,2022
2019_C17678,82,50,50,182,2019
2019_A17679,88,72,78,238,2019
2019_B17680,88,63,48,199,2019
2021_C17681,82,67,65,214,2021
2022_B17682,94,69,43,206,2022
2022_C17683,82,94,52,228,2022
2021_A17684,72,67,51,190,2021
2022_C17685,85,59,78,222,2022
2021_C17686,90,53,45,188,2021
2021_A17687,90,45,36,171,2021
2019_B17688,93,78,66,237,2019
2022_C17689,88,83,36,207,2022
2019_A17690,95,65,59,219,2019
2019_B17691,78,87,72,237,2019
2022_A17692,93,88,43,224,2022
2021_A17693,94,57,59,210,2021
2019_B17694,72,54,38,164,2019
2019_A17695,86,91,57,234,2019
2022_C17696,82,67,71,220,2022
2022_A17697,80,83,61,224,2022
2019_A17698,90,87,52,229,2019
2022_A17699,97,95,49,241,2022
2021_B17700,81,57,60,198,2021
2019_C17701,91,68,41,200,2019
2022_A17702,90,61,64,215,2022
2022_B17703,71,80,50,201,2022
2019_C17704,82,64,45,191,2019
2019_C17705,82,75,50,207,2019
2019_B17706,87,47,38,172,2019
2019_A17707,88,70,38,196,2019
2021_C17708,73,60,68,201,2021
2022_A17709,89,66,66,221,2022
2021_B17710,86,89,35,210,2021
2022_A17711,72,85,64,221,2022
2021_A17712,80,80,79,239,2021
2019_B17713,76,50,55,181,2019
2019_A17714,76,71,76,223,2019
2022_A17715,88,57,69,214,2022
2019_A17716,90,85,59,234,2019
2019_B17717,79,78,77,234,2019
2021_B17718,81,84,57,222,2021
2021_A17719,94,53,79,226,2021
2019_C17720,86,72,66,224,2019
2019_B17721,88,79,35,202,2019
2019_A17722,73,88,44,205,2019
2019_A17723,81,59,74,214,2019
2021_C17724,78,95,53,226,2021
2019_C17725,90,96,36,222,2019
2021_A17726,75,62,45,182,2021
2021_A17727,91,82,74,247,2021
2021_B17728,91,52,66,209,2021
2019_B17729,74,92,50,216,2019
2021_B17730,88,52,38,178,2021
2019_B17731,85,92,71,248,2019
2022_A17732,90,69,69,228,2022
2019_B17733,71,87,52,210,2019
2022_C17734,88,84,67,239,2022
2021_C17735,82,75,45,202,2021
2019_B17736,80,91,58,229,2019
2019_A17737,91,48,43,182,2019
2021_C17738,80,50,46,176,2021
2022_B17739,84,91,56,231,2022
2019_A17740,83,83,69,235,2019
2019_C17741,96,91,38,225,2019
2022_A17742,76,54,53,183,2022
2021_A17743,71,74,37,182,2021
2021_C17744,96,48,54,198,2021
2021_A17745,72,46,40,158,2021
2019_A17746,87,80,76,243,2019
2021_A17747,82,45,50,177,2021
2021_A17748,80,55,36,171,2021
2022_B17749,85,57,65,207,2022
2021_C17750,89,86,55,230,2021
2019_C17751,82,72,75,229,2019
2021_C17752,86,64,36,186,2021
2021_C17753,94,92,45,231,2021
2021_B17754,89,93,66,248,2021
2019_B17755,87,54,63,204,2019
2019_A17756,97,59,50,206,2019
2021_A17757,91,94,65,250,2021
2022_C17758,76,68,63,207,2022
2019_A17759,86,45,79,210,2019
2019_A17760,81,51,76,208,2019
2022_C17761,83,55,53,191,2022
2021_B17762,87,71,68,226,2021
2019_A17763,92,61,70,223,2019
2021_A17764,79,69,65,213,2021
2019_A17765,95,51,73,219,2019
2019_B17766,87,67,74,228,2019
2022_A17767,80,46,49,175,2022
2022_A17768,95,54,65,214,2022
2022_B17769,93,63,66,222,2022
2021_C17770,79,60,65,204,2021
2019_A17771,76,68,50,194,2019
2022_B17772,86,52,54,192,2022
2022_C17773,89,64,53,206,2022
2021_B17774,94,75,70,239,2021
2022_B17775,93,86,48,227,2022
2022_C17776,84,69,68,221,2022
2019_A17777,83,47,65,195,2019
2022_C17778,81,89,37,207,2022
2022_B17779,75,59,51,185,2022
2021_A17780,89,62,74,225,2021
2021_B17781,77,71,74,222,2021
2019_A17782,93,69,48,210,2019
2019_A17783,82,61,36,179,2019
2019_A17784,88,59,52,199,2019
2019_C17785,92,53,50,195,2019
2022_B17786,74,49,45,168,2022
2022_A17787,97,86,43,226,2022
2022_C17788,87,63,73,223,2022
2022_A17789,78,55,60,193,2022
2019_A17790,85,90,43,218,2019
2021_B17791,95,82,40,217,2021
2021_B17792,96,91,75,262,2021
2021_A17793,89,78,77,244,2021
2019_B17794,78,78,43,199,2019
2021_A17795,90,94,71,255,2021
2019_B17796,97,90,58,245,2019
2019_A17797,80,84,47,211,2019
2019_B17798,94,75,52,221,2019
2019_B17799,82,58,78,218,2019
2022_C17800,87,67,42,196,2022
2019_B17801,93,46,68,207,2019
2019_A17802,72,57,37,166,2019
2019_C17803,92,80,47,219,2019
2021_C17804,83,81,53,217,2021
2019_B17805,97,51,76,224,2019
2022_C17806,93,65,44,202,2022
2019_B17807,74,69,58,201,2019
2021_C17808,88,83,68,239,2021
2021_C17809,74,66,78,218,2021
2019_B17810,78,56,66,200,2019
2019_B17811,77,93,57,227,2019
2022_C17812,75,93,58,226,2022
2019_A17813,75,96,43,214,2019
2022_B17814,77,76,79,232,2022
2021_A17815,72,58,42,172,2021
2022_B17816,81,78,37,196,2022
2022_B17817,95,52,62,209,2022
2022_A17818,79,73,69,221,2022
2021_B17819,77,59,67,203,2021
2022_C17820,95,54,57,206,2022
2021_A17821,92,74,48,214,2021
2021_C17822,76,95,71,242,2021
2019_C17823,75,75,61,211,2019
2019_B17824,84,69,46,199,2019
2021_B17825,87,76,39,202,2021
2022_A17826,90,89,48,227,2022
2022_C17827,90,49,61,200,2022
2022_B17828,77,51,48,176,2022
2021_B17829,73,62,50,185,2021
2019_A17830,92,93,37,222,2019
2022_C17831,84,69,62,215,2022
2022_A17832,95,52,63,210,2022
2021_B17833,90,48,61,199,2021
2022_C17834,74,65,53,192,2022
2019_A17835,85,50,41,176,2019
2019_C17836,90,65,62,217,2019
2019_C17837,77,48,48,173,2019
2022_B17838,81,46,68,195,2022
2019_A17839,84,86,47,217,2019
2019_A17840,90,73,64,227,2019
2022_A17841,77,66,72,215,2022
2019_C17842,72,69,39,180,2019
2019_C17843,87,62,66,215,2019
2022_A17844,74,47,43,164,2022
2019_B17845,81,95,63,239,2019
2019_C17846,79,45,51,175,2019
2021_C17847,78,93,44,215,2021
2019_A17848,82,88,78,248,2019
2021_B17849,96,55,61,212,2021
2021_A17850,72,85,64,221,2021
2019_B17851,74,53,59,186,2019
2021_C17852,75,54,46,175,2021
2021_B17853,82,46,65,193,2021
2022_A17854,86,82,60,228,2022
2021_A17855,90,52,40,182,2021
2021_A17856,85,83,42,210,2021
2022_A17857,95,74,57,226,2022
2022_C17858,91,60,75,226,2022
2019_A17859,77,95,64,236,2019
2019_B17860,97,75,46,218,2019
2021_C17861,86,82,54,222,2021
2021_A17862,73,93,46,212,2021
2022_C17863,83,54,58,195,2022
2021_C17864,86,55,35,176,2021
2021_C17865,88,75,49,212,2021
2022_B17866,78,52,54,184,2022
2019_A17867,77,81,63,221,2019
2022_B17868,75,60,58,193,2022
2019_A17869,83,75,59,217,2019
2022_B17870,81,54,58,193,2022
2022_C17871,88,94,41,223,2022
2019_B17872,83,49,59,191,2019
2021_A17873,92,49,48,189,2021
2022_B17874,88,91,58,237,2022
2022_C17875,81,49,54,184,2022
2022_C17876,86,68,76,230,2022
2019_A17877,86,55,44,185,2019
2022_A17878,92,83,64,239,2022
2021_C17879,92,52,47,191,2021
2021_A17880,88,80,57,225,2021
2021_C17881,86,90,50,226,2021
2021_C17882,95,51,50,196,2021
2021_A17883,74,89,43,206,2021
2022_C17884,95,64,37,196,2022
2022_A17885,96,96,66,258,2022
2019_A17886,81,46,65,192,2019
2022_C17887,84,47,38,169,2022
2022_C17888,85,52,42,179,2022
2021_C17889,94,58,38,190,2021
2021_B17890,90,53,42,185,2021
2021_C17891,80,60,46,186,2021
2022_B17892,77,51,44,172,2022
2022_B17893,71,85,66,222,2022
2021_B17894,87,81,48,216,2021
2021_A17895,75,62,36,173,2021
2022_A17896,77,82,55,214,2022
2019_C17897,76,70,55,201,2019
2021_B17898,73,62,79,214,2021
2021_C17899,86,66,45,197,2021
2021_A17900,82,81,76,239,2021
2021_C17901,78,95,41,214,2021
2019_A17902,92,72,55,219,2019
2021_A17903,85,51,61,197,2021
2021_A17904,87,64,41,192,2021
2021_C17905,90,74,75,239,2021
2022_C17906,85,49,67,201,2022
2019_C17907,75,82,38,195,2019
2022_A17908,82,57,51,190,2022
2022_B17909,96,58,69,223,2022
2019_A17910,85,67,45,197,2019
2019_C17911,89,62,38,189,2019
2022_A17912,76,86,54,216,2022
2019_A17913,78,55,50,183,2019
2022_A17914,77,46,65,188,2022
2021_C17915,94,57,47,198,2021
2022_A17916,95,82,69,246,2022
2019_B17917,97,48,43,188,2019
2019_A17918,85,90,43,218,2019
2022_B17919,92,66,74,232,2022
2019_A17920,75,82,35,192,2019
2021_C17921,97,95,38,230,2021
2022_B17922,82,79,54,215,2022
2021_A17923,94,53,35,182,2021
2019_B17924,94,64,78,236,2019
2021_B17925,74,88,57,219,2021
2022_C17926,84,59,40,183,2022
2021_C17927,97,52,55,204,2021
2019_C17928,80,90,54,224,2019
2019_C17929,88,58,37,183,2019
2022_A17930,78,90,36,204,2022
2021_C17931,73,80,78,231,2021
2021_A17932,91,86,47,224,2021
2021_B17933,84,53,71,208,2021
2019_B17934,91,57,58,206,2019
2019_B17935,92,80,63,235,2019
2021_A17936,72,81,66,219,2021
2021_A17937,96,66,70,232,2021
2019_A17938,97,79,77,253,2019
2022_B17939,82,95,57,234,2022
2019_B17940,82,95,71,248,2019
2019_A17941,83,67,50,200,2019
2022_B17942,83,90,36,209,2022
2021_B17943,79,49,49,177,2021
2019_C17944,88,75,49,212,2019
2021_B17945,71,69,58,198,2021
2019_A17946,88,86,79,253,2019
2019_B17947,91,64,73,228,2019
2019_A17948,86,57,64,207,2019
2021_A17949,80,59,36,175,2021
2022_B17950,84,87,77,248,2022
2021_C17951,89,94,70,253,2021
2022_C17952,83,75,38,196,2022
2021_A17953,94,57,61,212,2021
2022_A17954,78,79,69,226,2022
2022_A17955,77,82,55,214,2022
2019_B17956,94,55,43,192,2019
2022_B17957,91,67,70,228,2022
2022_B17958,93,68,74,235,2022
2022_C17959,76,63,41,180,2022
2022_B17960,92,78,56,226,2022
2019_A17961,95,58,60,213,2019
2021_C17962,85,75,71,231,2021
2019_A17963,75,48,61,184,2019
2022_B17964,83,68,79,230,2022
2022_B17965,81,77,60,218,2022
2021_A17966,94,86,59,239,2021
2021_B17967,73,46,43,162,2021
2019_A17968,76,59,56,191,2019
2019_C17969,89,56,58,203,2019
2019_C17970,88,86,53,227,2019
2022_A17971,87,58,53,198,2022
2019_B17972,79,72,53,204,2019
2019_B17973,83,56,75,214,2019
2019_B17974,96,66,68,230,2019
2022_B17975,88,71,66,225,2022
2021_B17976,87,78,74,239,2021
2019_B17977,97,45,64,206,2019
2019_B17978,90,58,50,198,2019
2021_C17979,87,74,39,200,2021
2019_A17980,73,47,71,191,2019
2022_A17981,76,59,58,193,2022
2021_C17982,78,63,45,186,2021
2019_B17983,77,68,72,217,2019
2019_B17984,84,93,74,251,2019
2022_B17985,96,90,72,258,2022
2019_C17986,71,88,79,238,2019
2019_A17987,88,86,36,210,2019
2021_C17988,78,96,35,209,2021
2019_C17989,96,72,50,218,2019
2019_A17990,97,67,72,236,2019
2021_C17991,86,59,36,181,2021
2021_B17992,82,58,53,193,2021
2022_C17993,96,77,64,237,2022
2022_B17994,86,52,45,183,2022
2019_A17995,89,73,50,212,2019
2021_C17996,97,48,52,197,2021
2021_B17997,90,48,57,195,2021
2021_B17998,88,63,65,216,2021
2019_C17999,92,96,49,237,2019
2021_C18000,77,53,44,174,2021
2022_B18001,90,75,52,217,2022
2019_B18002,73,82,72,227,2019
2019_B18003,96,79,36,211,2019
2022_A18004,97,92,78,267,2022
2019_A18005,92,62,45,199,2019
2022_A18006,82,49,74,205,2022
2019_A18007,87,90,65,242,2019
2022_C18008,74,93,42,209,2022
2021_B18009,80,49,59,188,2021
2019_A18010,86,52,53,191,2019
2022_C18011,73,56,66,195,2022
2019_B18012,84,96,71,251,2019
2019_A18013,86,77,73,236,2019
2021_C18014,83,82,51,216,2021
2022_A18015,93,63,52,208,2022
2019_B18016,94,51,57,202,2019
2022_B18017,93,52,44,189,2022
2022_A18018,83,74,47,204,2022
2022_B18019,92,82,76,250,2022
2021_B18020,74,88,42,204,2021
2021_C18021,74,46,41,161,2021
2022_C18022,93,90,67,250,2022
2019_C18023,94,85,73,252,2019
2021_A18024,96,58,71,225,2021
2019_C18025,71,90,69,230,2019
2022_C18026,78,60,55,193,2022
2021_A18027,86,68,58,212,2021
2021_A18028,78,69,46,193,2021
2022_B18029,95,66,39,200,2022
2021_A18030,79,67,79,225,2021
2022_A18031,80,85,74,239,2022
2021_A18032,91,50,62,203,2021
2019_C18033,83,88,40,211,2019
2022_C18034,81,79,49,209,2022
2019_A18035,89,93,69,251,2019
2021_A18036,97,58,57,212,2021
2022_C18037,79,85,38,202,2022
2021_C18038,89,70,70,229,2021
2022_C18039,95,70,72,237,2022
2022_C18040,74,79,72,225,2022
2019_C18041,90,65,42,197,2019
2019_C18042,97,64,69,230,2019
2022_A18043,97,58,60,215,2022
2021_B18044,94,59,48,201,2021
2019_A18045,71,79,56,206,2019
2019_B18046,72,46,51,169,2019
2021_A18047,87,72,37,196,2021
2022_A18048,95,95,57,247,2022
2019_C18049,82,78,40,200,2019
2019_A18050,92,66,70,228,2019
2019_A18051,95,50,47,192,2019
2021_A18052,77,67,41,185,2021
2019_B18053,93,89,77,259,2019
2019_C18054,95,72,65,232,2019
2019_B18055,96,89,73,258,2019
2019_A18056,91,56,37,184,2019
2022_C18057,90,45,41,176,2022
2021_C18058,97,86,43,226,2021
2019_A18059,72,89,44,205,2019
2021_C18060,80,57,48,185,2021
2021_C18061,83,92,38,213,2021
2021_C18062,93,58,50,201,2021
2019_B18063,76,67,57,200,2019
2022_A18064,83,46,55,184,2022
2021_A18065,94,79,69,242,2021
2021_C18066,91,93,75,259,2021
2021_C18067,94,56,55,205,2021
2019_A18068,76,77,49,202,2019
2019_C18069,91,70,58,219,2019
2022_C18070,74,88,72,234,2022
2021_A18071,76,49,76,201,2021
2022_C18072,92,51,54,197,2022
2021_A18073,80,73,41,194,2021
2021_C18074,76,53,66,195,2021
2019_A18075,94,74,50,218,2019
2019_B18076,83,69,43,195,2019
2022_C18077,87,93,64,244,2022
2022_C18078,96,52,51,199,2022
2021_C18079,77,94,35,206,2021
2019_B18080,77,59,73,209,2019
2022_B18081,86,92,79,257,2022
2021_C18082,81,81,47,209,2021
2021_B18083,71,73,55,199,2021
2021_C18084,80,81,78,239,2021
2021_A18085,92,68,67,227,2021
2022_C18086,97,63,69,229,2022
2021_A18087,79,83,75,237,2021
2019_A18088,86,54,49,189,2019
2019_C18089,80,61,60,201,2019
2022_C18090,79,86,41,206,2022
2022_B18091,79,54,37,170,2022
2019_C18092,73,53,40,166,2019
2019_B18093,88,68,66,222,2019
2022_A18094,80,64,50,194,2022
2019_A18095,85,75,55,215,2019
2019_A18096,79,62,77,218,2019
2019_A18097,74,90,44,208,2019
2022_A18098,75,91,79,245,2022
2021_B18099,72,58,68,198,2021
2021_B18100,79,68,72,219,2021
2022_B18101,81,75,54,210,2022
2019_C18102,87,63,39,189,2019
2019_C18103,75,84,37,196,2019
2019_B18104,78,90,61,229,2019
2021_A18105,92,66,46,204,2021
2022_B18106,88,82,72,242,2022
2022_C18107,86,55,65,206,2022
2019_C18108,83,58,58,199,2019
2021_C18109,78,77,73,228,2021
2019_A18110,71,78,46,195,2019
2022_B18111,80,77,71,228,2022
2021_B18112,95,92,74,261,2021
2019_C18113,96,47,57,200,2019
2022_C18114,76,94,58,228,2022
2021_A18115,81,59,37,177,2021
2022_B18116,89,56,73,218,2022
2022_A18117,80,94,48,222,2022
2022_A18118,74,70,45,189,2022
2019_A18119,77,70,73,220,2019
2022_C18120,87,61,36,184,2022
2019_C18121,79,68,59,206,2019
2019_A18122,88,79,64,231,2019
2021_C18123,89,75,55,219,2021
2019_C18124,97,75,75,247,2019
2022_C18125,85,89,67,241,2022
2019_A18126,85,54,40,179,2019
2019_C18127,74,67,64,205,2019
2021_C18128,88,55,58,201,2021
2021_B18129,96,85,56,237,2021
2019_A18130,76,80,55,211,2019
2021_B18131,86,93,39,218,2021
2022_C18132,96,74,42,212,2022
2022_B18133,77,83,43,203,2022
2022_C18134,95,84,78,257,2022
2022_A18135,87,63,64,214,2022
2021_A18136,79,89,37,205,2021
2021_C18137,89,67,62,218,2021
2019_A18138,95,85,65,245,2019
2021_B18139,75,55,46,176,2021
2021_A18140,76,47,55,178,2021
2019_B18141,82,85,67,234,2019
2021_B18142,95,68,45,208,2021
2021_C18143,72,52,43,167,2021
2022_C18144,93,47,45,185,2022
2022_B18145,88,69,76,233,2022
2019_B18146,92,46,37,175,2019
2022_B18147,87,51,72,210,2022
2021_A18148,88,88,43,219,2021
2021_C18149,72,74,38,184,2021
2021_C18150,90,72,71,233,2021
2022_A18151,85,50,62,197,2022
2019_A18152,84,59,77,220,2019
2022_B18153,85,51,51,187,2022
2019_C18154,87,81,39,207,2019
2022_B18155,82,47,61,190,2022
2019_A18156,83,69,69,221,2019
2022_B18157,91,76,77,244,2022
2022_A18158,71,79,75,225,2022
2021_B18159,78,60,55,193,2021
2022_A18160,84,66,55,205,2022
2021_C18161,95,68,65,228,2021
2019_C18162,78,96,38,212,2019
2019_B18163,80,75,39,194,2019
2019_C18164,89,49,49,187,2019
2019_B18165,84,73,35,192,2019
2019_A18166,85,49,52,186,2019
2021_B18167,82,62,63,207,2021
2019_A18168,78,73,44,195,2019
2019_C18169,81,45,75,201,2019
2021_A18170,96,88,58,242,2021
2022_A18171,73,69,50,192,2022
2019_A18172,95,55,71,221,2019
2019_A18173,87,69,75,231,2019
2019_A18174,78,86,75,239,2019
2021_A18175,97,74,40,211,2021
2019_B18176,86,80,74,240,2019
2022_C18177,96,63,69,228,2022
2019_C18178,81,70,38,189,2019
2019_C18179,72,76,60,208,2019
2021_A18180,94,48,68,210,2021
2021_C18181,91,90,38,219,2021
2022_C18182,92,87,60,239,2022
2021_A18183,75,57,58,190,2021
2019_C18184,76,53,62,191,2019
2019_B18185,74,95,36,205,2019
2019_A18186,75,52,57,184,2019
2022_A18187,80,67,39,186,2022
2021_C18188,94,85,77,256,2021
2022_A18189,74,60,60,194,2022
2022_B18190,95,45,60,200,2022
2021_B18191,97,54,61,212,2021
2022_A18192,94,53,58,205,2022
2022_C18193,96,92,43,231,2022
2021_C18194,89,85,76,250,2021
2022_A18195,85,72,74,231,2022
2021_A18196,80,50,71,201,2021
2022_A18197,78,80,44,202,2022
2022_B18198,92,66,46,204,2022
2019_A18199,86,59,61,206,2019
2019_A18200,93,95,40,228,2019
2019_B18201,80,87,76,243,2019
2019_B18202,92,89,75,256,2019
2019_C18203,88,53,73,214,2019
2021_A18204,90,59,37,186,2021
2021_C18205,93,60,41,194,2021
2019_C18206,85,59,60,204,2019
2019_B18207,81,78,62,221,2019
2019_C18208,78,70,48,196,2019
2022_A18209,91,83,38,212,2022
2021_C18210,77,54,77,208,2021
2021_A18211,87,60,68,215,2021
2022_A18212,82,64,55,201,2022
2021_C18213,96,55,68,219,2021
2022_B18214,78,88,64,230,2022
2021_A18215,79,72,42,193,2021
2021_C18216,89,58,35,182,2021
2022_C18217,82,76,48,206,2022
2019_B18218,95,80,40,215,2019
